company,rep_topic,rep_prob,T10_팀바팀부서편차,T11_보상연봉,T1_워라밸복지,T2_계약직전환,T3_업무강도편차,T4_열악한근무환경,T5_군대식조직문화,T6_비효율문서작업,T7_성장성부족,T8_사내정치불공정,T9_경영진문제,company_clean,company_info,산업,기업형태,사원수,설립일,company_norm,별점
(유)매나테크코리아,T1_워라밸복지,0.181818182,0.159090909,0.0909090909,0.181818182,0.0227272727,0.0454545455,0,0.0454545455,0.0909090909,0.0681818182,0.181818182,0.113636364,매나테크코리아,(유)매나테크코리아,판매유통,중소기업,40명,2004.02.25,매나테크코리아,2.454545455
(유)신원데이터넷,T10_팀바팀부서편차,0.212121212,0.212121212,0.0606060606,0.121212121,0,0.0606060606,0.0303030303,0.0303030303,0.0303030303,0.212121212,0.121212121,0.121212121,신원데이터넷,(유)신원데이터넷,판매유통,중소기업,19명,1993.10.02,신원데이터넷,2.666666667
(유)쿡메디칼코리아,T8_사내정치불공정,0.245614035,0.192982456,0.192982456,0.105263158,0,0.0701754386,0.0175438597,0.0175438597,0.052631579,0.105263158,0.245614035,0,쿡메디칼코리아,(유)쿡메디칼코리아,판매유통,중소기업,72명,2007.04.25,쿡메디칼코리아,2.767857143
(재)한국데이터산업진흥원,T8_사내정치불공정,0.217687075,0.210884354,0.0816326531,0.0884353741,0.0204081633,0.0816326531,0.0612244898,0.0612244898,0.0680272109,0.0476190476,0.217687075,0.0612244898,한국데이터산업진흥원,(재)한국데이터산업진흥원,협회/단체,-,-,1993.02.04,한국데이터산업진흥원,2.431506849
(주)가온데이터,T1_워라밸복지,0.271186441,0.101694915,0.220338983,0.271186441,0.0169491525,0.13559322,0.0508474576,0.0338983051,0.0508474576,0.0677966102,0.0169491525,0.0338983051,가온데이터,(주)가온데이터,네트워크/통신/모바일,중소기업,100명,2013.09.01,가온데이터,2.847457627
(주)나인후르츠미디어,T1_워라밸복지,0.228571429,0.214285714,0.114285714,0.228571429,0,0.0285714286,0.0428571429,0.0571428571,0.0428571429,0.157142857,0.0428571429,0.0714285714,나인후르츠미디어,(주)나인후르츠미디어,광고/홍보/전시,중소기업,49명,2001.01.31,나인후르츠미디어,3.128571429
(주)네일에이스,T1_워라밸복지,0.194444444,0.138888889,0.111111111,0.194444444,0,0.0277777778,0.111111111,0.0277777778,0.0833333333,0.0277777778,0.166666667,0.111111111,네일에이스,(주)네일에이스,금속/재료/철강/요업,-,22명,2004.08.19,네일에이스,1.5
(주)넥스트엔터테인먼트월드,T8_사내정치불공정,0.208791209,0.153846154,0.10989011,0.131868132,0,0.043956044,0.021978022,0.10989011,0.043956044,0.0769230769,0.208791209,0.0989010989,넥스트엔터테인먼트월드,(주)넥스트엔터테인먼트월드,영화/배급/음악,중견기업,49명,2008.07.01,넥스트엔터테인먼트월드,2.065934066
(주)노루페인트,T4_열악한근무환경,0.273333333,0.0733333333,0.04,0.12,0.00666666667,0.12,0.273333333,0.113333333,0.00666666667,0.0733333333,0.126666667,0.0466666667,노루페인트,(주)노루페인트,석유/화학/에너지,대기업,670명,2006.06.01,노루페인트,2.606666667
(주)노르마,T7_성장성부족,0.280701754,0.0877192982,0.122807018,0.192982456,0,0.0701754386,0.0701754386,0,0.0175438597,0.280701754,0,0.157894737,노르마,(주)노르마,솔루션/SI/ERP/CRM,-,2명,2011.10.12,노르마,2.701754386
(주)다올저축은행,T8_사내정치불공정,0.24,0.16,0.186666667,0.12,0,0.08,0.0666666667,0.0266666667,0,0.0533333333,0.24,0.0666666667,다올저축은행,(주)다올저축은행,은행/금융/저축,대기업,203명,1972.12.20,다올저축은행,2.946666667
(주)다이나믹디자인,T1_워라밸복지,0.353333333,0.08,0.06,0.353333333,0.00666666667,0.0866666667,0.08,0.0533333333,0.0266666667,0.126666667,0.1,0.0266666667,다이나믹디자인,(주)다이나믹디자인,기계/설비/자동차,중소기업,340명,1999.04.02,다이나믹디자인,1.986666667
(주)다인내추럴,T1_워라밸복지,0.631578947,0.052631579,0,0.631578947,0,0.105263158,0.052631579,0,0,0.105263158,0.052631579,0,다인내추럴,(주)다인내추럴,식품가공/개발,-,20명,2005.01.01,다인내추럴,1.684210526
(주)다인누리,T10_팀바팀부서편차,0.388888889,0.388888889,0.0555555556,0.277777778,0,0.0555555556,0.111111111,0,0,0.0555555556,0.0555555556,0,다인누리,(주)다인누리,판매유통,중소기업,32명,2013.01.01,다인누리,4.277777778
(주)다임즈,T11_보상연봉,0.175438596,0.0877192982,0.175438596,0.105263158,0.0175438597,0.105263158,0.0701754386,0.0175438597,0.0877192982,0.105263158,0.0701754386,0.157894737,다임즈,(주)다임즈,솔루션/SI/ERP/CRM,중소기업,48명,2002.12.10,다임즈,2.614035088
(주)대양금속,T4_열악한근무환경,0.227272727,0.0681818182,0,0.181818182,0,0.136363636,0.227272727,0.0454545455,0,0.159090909,0.113636364,0.0681818182,대양금속,(주)대양금속,금속/재료/철강/요업,중견기업,219명,1973.08.22,대양금속,2.113636364
(주)대한항공,T1_워라밸복지,0.166666667,0.12,0.14,0.166666667,0,0.0933333333,0.14,0.12,0,0.0733333333,0.12,0.0266666667,대한항공,(주)대한항공,운송/운수/물류,대기업,"18,508명",1962.06.19,대한항공,3.58
(주)더큐브시스템,T11_보상연봉,0.4,0.1,0.4,0.15,0,0.05,0,0,0,0.05,0.1,0.15,더큐브시스템,(주)더큐브시스템,금속/재료/철강/요업,-,-,2016.04.21,더큐브시스템,1.25
(주)데어리젠,T4_열악한근무환경,0.219512195,0.121951219,0.0975609756,0.170731707,0,0.0487804878,0.219512195,0.0487804878,0,0.146341463,0.0975609756,0.0487804878,데어리젠,(주)데어리젠,식품가공/개발,-,110명,2002.08.20,데어리젠,2.829268293
(주)데이터노우즈,T9_경영진문제,0.307692308,0.0384615385,0.269230769,0.115384615,0,0.0384615385,0,0.0384615385,0,0.115384615,0.0769230769,0.307692308,데이터노우즈,(주)데이터노우즈,포털/인터넷/콘텐츠,-,-,2019.05.24,데이터노우즈,2.346153846
(주)데이터누리,T3_업무강도편차,0.192307692,0.192307692,0,0.115384615,0,0.192307692,0.0384615385,0,0.192307692,0.0769230769,0.153846154,0.0384615385,데이터누리,(주)데이터누리,솔루션/SI/ERP/CRM,-,-,2018.10.25,데이터누리,2.72
(주)데이터독코리아,T8_사내정치불공정,0.35,0.15,0,0,0,0.25,0.05,0.05,0.05,0.05,0.35,0.05,데이터독코리아,(주)데이터독코리아,솔루션/SI/ERP/CRM,-,-,-,데이터독코리아,2.9
(주)데이터로직스,T1_워라밸복지,0.282051282,0.102564103,0.0512820513,0.282051282,0,0.205128205,0,0,0.0256410256,0.0512820513,0.0512820513,0.230769231,데이터로직스,(주)데이터로직스,솔루션/SI/ERP/CRM,-,-,2013.03.19,데이터로직스,1.461538462
(주)데이터마케팅코리아,T9_경영진문제,0.233333333,0.133333333,0.0833333333,0.0333333333,0.0166666667,0.15,0.0166666667,0.0166666667,0.0166666667,0.133333333,0.166666667,0.233333333,데이터마케팅코리아,(주)데이터마케팅코리아,IT컨설팅,-,-,2017.03.14,데이터마케팅코리아,2.016666667
(주)데이터메이커,T8_사내정치불공정,0.152173913,0.130434783,0.0434782609,0.130434783,0,0.130434783,0.130434783,0.0434782609,0.0217391304,0.108695652,0.152173913,0.108695652,데이터메이커,(주)데이터메이커,솔루션/SI/ERP/CRM,중소기업,47명,2018.10.24,데이터메이커,3.422222222
(주)데이터블,T9_경영진문제,0.153846154,0.115384615,0.0769230769,0.115384615,0.0384615385,0.0769230769,0,0.0384615385,0.115384615,0.153846154,0.115384615,0.153846154,데이터블,(주)데이터블,포털/인터넷/콘텐츠,-,-,2016.08.01,데이터블,3.153846154
(주)데이터에듀,T1_워라밸복지,0.210526316,0.052631579,0.105263158,0.210526316,0,0.131578947,0.052631579,0,0.0263157895,0.184210526,0.184210526,0.052631579,데이터에듀,(주)데이터에듀,포털/인터넷/콘텐츠,-,-,2019.02.01,데이터에듀,2.184210526
(주)데이터월드,T10_팀바팀부서편차,0.434782609,0.434782609,0.0434782609,0.173913044,0,0,0,0,0.0434782609,0.0434782609,0.217391304,0.0434782609,데이터월드,(주)데이터월드,솔루션/SI/ERP/CRM,중소기업,-,2007.02.13,데이터월드,3.260869565
(주)덴츠크리에이티브코리아,T8_사내정치불공정,0.223214286,0.107142857,0.0803571429,0.151785714,0,0.0357142857,0.0714285714,0.0892857143,0.0446428571,0.125,0.223214286,0.0714285714,덴츠크리에이티브코리아,(주)덴츠크리에이티브코리아,광고/홍보/전시,중소기업,75명,1999.03.03,덴츠크리에이티브코리아,2.633928571
(주)돌실나이,T1_워라밸복지,0.24137931,0.0689655172,0.172413793,0.24137931,0,0.103448276,0.206896552,0.0344827586,0.0689655172,0.0689655172,0,0.0344827586,돌실나이,(주)돌실나이,섬유/의류/패션,-,27명,1999.06.30,돌실나이,2.24137931
(주)동아일보사,T10_팀바팀부서편차,0.2,0.2,0.146666667,0.14,0.0333333333,0.0666666667,0.06,0.1,0.0466666667,0.0666666667,0.126666667,0.0133333333,동아일보사,(주)동아일보사,신문/잡지/언론사,대기업,706명,1920.04.01,동아일보사,3.246666667
(주)두산테스나,T1_워라밸복지,0.206666667,0.02,0.12,0.206666667,0.02,0.106666667,0.2,0.08,0.02,0.06,0.146666667,0.02,두산테스나,(주)두산테스나,석유/화학/에너지,중소기업,289명,2002.09.06,두산테스나,2.906666667
(주)디앤오,T1_워라밸복지,0.22,0.12,0.12,0.22,0.02,0.06,0.12,0.06,0.02,0.14,0.08,0.04,디앤오,,,,,,디앤오,3.32
(주)디에스브이에어앤씨,T8_사내정치불공정,0.22972973,0.121621622,0.0540540541,0.121621622,0,0.141891892,0.0405405405,0.0472972973,0.168918919,0.027027027,0.22972973,0.0472972973,디에스브이에어앤씨,(주)디에스브이에어앤씨,운송/운수/물류,중소기업,62명,1997.11.24,디에스브이에어앤씨,2.013513514
(주)라이트브레인,T10_팀바팀부서편차,0.248,0.248,0.08,0.2,0,0.2,0.056,0.056,0,0.048,0.096,0.016,라이트브레인,(주)라이트브레인,솔루션/SI/ERP/CRM,대기업 계열사/자회사,81명,2006.10.25,라이트브레인,3.608
(주)라이프디테일,T9_경영진문제,0.523809524,0.0476190476,0.0952380952,0.190476191,0,0.0952380952,0,0,0,0.0476190476,0,0.523809524,라이프디테일,(주)라이프디테일,판매유통,중소기업,-,2015.07.24,라이프디테일,1.666666667
(주)로그윈에어앤오션코리아,T10_팀바팀부서편차,0.25,0.25,0.15,0.175,0,0.025,0.15,0.025,0.05,0.1,0.075,0,로그윈에어앤오션코리아,(주)로그윈에어앤오션코리아,운송/운수/물류,-,22명,2003.01.01,로그윈에어앤오션코리아,2.4
(주)로봇플러스,T9_경영진문제,0.375,0.15625,0.03125,0.0625,0,0.125,0.09375,0,0.03125,0.0625,0.0625,0.375,로봇플러스,(주)로봇플러스,기계/설비/자동차,-,24명,2007.02.22,로봇플러스,1.53125
(주)리본즈,T1_워라밸복지,0.230769231,0.21978022,0.043956044,0.230769231,0.021978022,0.10989011,0.010989011,0.043956044,0.021978022,0.0989010989,0.0879120879,0.10989011,리본즈,(주)리본즈,쇼핑몰/오픈마켓,중소기업,84명,2009.05.28,리본즈,2.945054945
(주)리얼게인,T1_워라밸복지,0.275862069,0.137931034,0.137931034,0.275862069,0,0.103448276,0.172413793,0,0.0344827586,0.103448276,0.0344827586,0,리얼게인,(주)리얼게인,전기/전자/제어,중소기업,80명,1999.08.19,리얼게인,2.655172414
(주)리테일테크,T1_워라밸복지,0.333333333,0.0303030303,0.0909090909,0.333333333,0,0,0.121212121,0.0606060606,0,0.151515152,0.151515152,0.0606060606,리테일테크,(주)리테일테크,솔루션/SI/ERP/CRM,-,49명,2003.07.09,리테일테크,2.060606061
(주)마더브레인,T1_워라밸복지,0.293333333,0.0466666667,0.0733333333,0.293333333,0,0.153333333,0.0666666667,0.0266666667,0.1,0.04,0.106666667,0.0933333333,마더브레인,(주)마더브레인,광고/홍보/전시,중소기업,37명,2009.03.05,마더브레인,2.506666667
(주)마크로밀엠브레인,T1_워라밸복지,0.266666667,0.14,0.0666666667,0.266666667,0.02,0.18,0.0666666667,0.0133333333,0.06,0.02,0.106666667,0.06,마크로밀엠브레인,(주)마크로밀엠브레인,연구소/컨설팅/조사,외국계 (외국 투자기업),237명,1999.03.25,마크로밀엠브레인,2.586666667
(주)메가인포경영자문그룹,T9_경영진문제,0.333333333,0.0666666667,0,0.166666667,0.0333333333,0.2,0,0,0.0666666667,0.0666666667,0.0666666667,0.333333333,메가인포경영자문그룹,(주)메가인포경영자문그룹,기타 서비스업,중소기업,300명,2013.12.10,메가인포경영자문그룹,2.633333333
(주)메인라인,T9_경영진문제,0.210526316,0.0789473684,0.0263157895,0.131578947,0,0.0263157895,0.052631579,0,0.210526316,0.105263158,0.157894737,0.210526316,메인라인,(주)메인라인,솔루션/SI/ERP/CRM,중소기업,43명,2005.02.28,메인라인,2.454545455
(주)메일플러그,T8_사내정치불공정,0.2421875,0.1875,0.03125,0.1171875,0.015625,0.109375,0.03125,0.0390625,0.0546875,0.0859375,0.2421875,0.0859375,메일플러그,(주)메일플러그,솔루션/SI/ERP/CRM,중소기업,100명,2001.10.10,메일플러그,2.543307087
(주)바이오인프라생명과학,T7_성장성부족,0.4,0.0285714286,0.0285714286,0.0571428571,0,0.0571428571,0.0571428571,0.0571428571,0,0.4,0.171428571,0.142857143,바이오인프라생명과학,(주)바이오인프라생명과학,제약/보건/바이오,중소기업,40명,2001.02.01,바이오인프라생명과학,2.942857143
(주)백산린텍스,T4_열악한근무환경,0.3,0.05,0,0.25,0,0.1,0.3,0,0,0.2,0.1,0,백산린텍스,(주)백산린텍스,섬유/의류/패션,-,131명,1994.04.25,백산린텍스,2.05
(주)백세식단연구소,T1_워라밸복지,0.275,0.025,0.15,0.275,0.025,0.125,0.025,0,0.05,0.075,0.075,0.175,백세식단연구소,(주)백세식단연구소,식품가공/개발,-,-,2019.08.28,백세식단연구소,1.55
(주)베네통코리아,T11_보상연봉,0.202702703,0.182432432,0.202702703,0.162162162,0.00675675676,0.0472972973,0.0472972973,0.0540540541,0.0337837838,0.0675675676,0.101351351,0.0945945946,베네통코리아,(주)베네통코리아,섬유/의류/패션,중소기업,177명,1991.04.01,베네통코리아,2.324324324
(주)베스툴,T11_보상연봉,0.333333333,0.0555555556,0.333333333,0.277777778,0,0.0277777778,0.138888889,0,0.0277777778,0.0555555556,0.0833333333,0,베스툴,(주)베스툴,가구/목재/제지,-,100명,-,베스툴,2.111111111
(주)벡터코리아아이티,T10_팀바팀부서편차,0.369565217,0.369565217,0.195652174,0.108695652,0,0.0869565217,0.0434782609,0.0434782609,0.0217391304,0.0434782609,0.0652173913,0.0217391304,벡터코리아아이티,(주)벡터코리아아이티,기타 IT/웹/통신,외국계 (외국 투자기업),95명,2007.09.28,벡터코리아아이티,4.043478261
(주)블루마운틴소프트,T1_워라밸복지,0.387096774,0.225806452,0.193548387,0.387096774,0,0,0,0.064516129,0,0,0.064516129,0.064516129,블루마운틴소프트,(주)블루마운틴소프트,전기/전자/제어,-,7명,1999.04.17,블루마운틴소프트,2.612903226
(주)비엔알아이,T10_팀바팀부서편차,0.28125,0.28125,0.15625,0.09375,0,0.09375,0,0,0.03125,0.25,0.03125,0.0625,비엔알아이,(주)비엔알아이,연구소/컨설팅/조사,중소기업,12명,2007.06.19,비엔알아이,2.5625
(주)비엠코리아,T1_워라밸복지,0.294871795,0.0384615385,0.166666667,0.294871795,0,0.0641025641,0.0512820513,0.0128205128,0.0128205128,0.0769230769,0.0256410256,0.256410256,비엠코리아,(주)비엠코리아,기계/설비/자동차,중소기업,-,2007.04.11,비엠코리아,1.564102564
(주)비즈데이터,T8_사내정치불공정,0.387096774,0.129032258,0.064516129,0.129032258,0,0.0967741935,0,0.0322580645,0.0322580645,0.0967741935,0.387096774,0.0322580645,비즈데이터,(주)비즈데이터,솔루션/SI/ERP/CRM,중소기업,58명,2014.06.01,비즈데이터,2.35483871
(주)비지에이치코리아,T11_보상연봉,0.28125,0.15625,0.28125,0.125,0,0.03125,0.09375,0.03125,0.03125,0.0625,0.125,0.0625,비지에이치코리아,(주)비지에이치코리아,호텔/여행/항공,중소기업,197명,2001.01.10,비지에이치코리아,1.96875
(주)비지에프리테일,T3_업무강도편차,0.2,0.146666667,0.126666667,0.133333333,0.00666666667,0.2,0.14,0.04,0.0133333333,0.0466666667,0.12,0.0266666667,비지에프리테일,(주)비지에프리테일,판매유통,대기업,1610명,2017.11.01,비지에프리테일,3.373333333
(주)빅크,T3_업무강도편차,0.333333333,0.111111111,0,0.166666667,0,0.333333333,0,0,0.0555555556,0.166666667,0.0555555556,0.111111111,빅크,빅크,솔루션/SI/ERP/CRM,중소기업,59명,2021.05.20,빅크,3.277777778
(주)산하정보기술,T11_보상연봉,0.213114754,0.0491803279,0.213114754,0.213114754,0,0.180327869,0.0327868853,0.0655737705,0.0491803279,0.0819672131,0.0655737705,0.0491803279,산하정보기술,(주)산하정보기술,솔루션/SI/ERP/CRM,중소기업,-,1994.12.09,산하정보기술,2.950819672
(주)샌즈랩,T1_워라밸복지,0.260869565,0.130434783,0,0.260869565,0.0217391304,0.195652174,0.0869565217,0,0.0217391304,0.0869565217,0.130434783,0.0652173913,샌즈랩,(주)샌즈랩,솔루션/SI/ERP/CRM,중소기업,50명,2004.11.01,샌즈랩,2.891304348
(주)서울경제신문,T8_사내정치불공정,0.254545454,0.154545455,0.0909090909,0.1,0.0727272727,0.0545454545,0.0818181818,0.0818181818,0.0181818182,0.0636363636,0.254545454,0.0272727273,서울경제신문,(주)서울경제신문,신문/잡지/언론사,중소기업,249명,1990.01.03,서울경제신문,3.163636364
(주)세바로지스틱스코리아,T1_워라밸복지,0.213483146,0.191011236,0.0674157303,0.213483146,0,0.0674157303,0.0561797753,0.0449438202,0.134831461,0.0674157303,0.112359551,0.0449438202,세바로지스틱스코리아,(주)세바로지스틱스코리아,운송/운수/물류,외국계 (외국 법인기업),102명,1996.05.01,세바로지스틱스코리아,2.719101124
(주)소니인터랙티브엔터테인먼트코리아,T10_팀바팀부서편차,0.198275862,0.198275862,0.155172414,0.155172414,0.103448276,0.0689655172,0.00862068965,0.0862068965,0.0517241379,0.0862068965,0.0689655172,0.0172413793,소니인터랙티브엔터테인먼트코리아,(주)소니인터랙티브엔터테인먼트코리아,판매유통,외국계 (외국 투자기업),141명,2001.12.08,소니인터랙티브엔터테인먼트코리아,3.431034483
(주)슈퍼브에이아이,T3_업무강도편차,0.285714286,0.261904762,0.0238095238,0.0714285714,0,0.285714286,0,0.0476190476,0.0476190476,0.0952380952,0.0952380952,0.0714285714,슈퍼브에이아이,(주)슈퍼브에이아이,솔루션/SI/ERP/CRM,중소기업,0명,2018.04.23,슈퍼브에이아이,3.952380952
(주)슈프리마에이치큐,T1_워라밸복지,0.175572519,0.0992366412,0.13740458,0.175572519,0.0152671756,0.122137405,0.0687022901,0.0229007634,0.0763358779,0.0305343511,0.167938931,0.0839694657,슈프리마에이치큐,(주)슈프리마에이치큐,전기/전자/제어,대기업,134명,2000.05.04,슈프리마에이치큐,2.297709924
(주)스코넥엔터테인먼트,T1_워라밸복지,0.195876289,0.12371134,0.0927835052,0.195876289,0,0.164948454,0.0515463917,0,0.0515463917,0.103092783,0.0824742268,0.134020619,스코넥엔터테인먼트,(주)스코넥엔터테인먼트,게임,중소기업,130명,2002.04.16,스코넥엔터테인먼트,2.474226804
(주)스튜디오인요,T11_보상연봉,0.416666667,0.0833333333,0.416666667,0.25,0,0.0833333333,0.0416666667,0,0,0.0833333333,0,0.0416666667,스튜디오인요,(주)스튜디오인요,렌탈/임대,중소기업,-,2016.01.13,스튜디오인요,1.5
(주)스트래티직마케팅,T1_워라밸복지,0.238095238,0.166666667,0.142857143,0.238095238,0,0.0476190476,0.119047619,0.0238095238,0.0238095238,0.0952380952,0.0714285714,0.0714285714,스트래티직마케팅,(주)스트래티직마케팅,광고/홍보/전시,중소기업,20명,1999.04.28,스트래티직마케팅,2.285714286
(주)신한디에스,T1_워라밸복지,0.18,0.146666667,0.173333333,0.18,0.02,0.1,0.0533333333,0.0533333333,0.0133333333,0.08,0.12,0.06,신한디에스,(주)신한디에스,솔루션/SI/ERP/CRM,대기업,807명,1991.06.01,신한디에스,2.94
(주)씨씨미디어서비스,T1_워라밸복지,0.22,0.1,0.08,0.22,0,0.1,0.04,0,0.06,0.1,0.12,0.18,씨씨미디어서비스,(주)씨씨미디어서비스,솔루션/SI/ERP/CRM,-,15명,2010.10.07,씨씨미디어서비스,2.08
(주)아로마티카,T8_사내정치불공정,0.344086022,0.193548387,0.0107526882,0.0215053763,0,0.0215053763,0.150537634,0.0215053763,0.0322580645,0.0322580645,0.344086022,0.172043011,아로마티카,(주)아로마티카,화장품/뷰티,중소기업,146명,2004.03.15,아로마티카,2.22826087
(주)아성다이소,T1_워라밸복지,0.286666667,0.0933333333,0.0466666667,0.286666667,0.0266666667,0.14,0.14,0.04,0.06,0.04,0.0666666667,0.06,아성다이소,(주)아성다이소,판매유통,중견기업,"12,225명",1992.02.01,아성다이소,3.033333333
(주)아스트,T7_성장성부족,0.153333333,0.0933333333,0.08,0.126666667,0,0.12,0.106666667,0.0333333333,0.0666666667,0.153333333,0.0733333333,0.146666667,아스트,(주)아스트,조선/항공/우주,중소기업,543명,2001.04.20,아스트,2.02
(주)아이마켓코리아,T7_성장성부족,0.193333333,0.146666667,0.126666667,0.0933333333,0.0133333333,0.0666666667,0.08,0.08,0.0466666667,0.193333333,0.113333333,0.04,아이마켓코리아,(주)아이마켓코리아,유통/무역/상사,중견기업,450명,2000.12.08,아이마켓코리아,3.173333333
(주)아이엠데이터시스템,T11_보상연봉,0.291666667,0.114583333,0.291666667,0.125,0.0104166667,0.09375,0.177083333,0.0208333333,0.03125,0.0416666667,0.0416666667,0.0520833333,아이엠데이터시스템,(주)아이엠데이터시스템,IT컨설팅,-,-,2012.04.09,아이엠데이터시스템,2.697916667
(주)아이피케이,T3_업무강도편차,0.169230769,0.0923076923,0.0923076923,0.138461539,0.0307692308,0.169230769,0.153846154,0.0307692308,0,0.123076923,0.107692308,0.0615384615,아이피케이,(주)아이피케이,석유/화학/에너지,대기업,439명,1980.11.01,아이피케이,3.076923077
(주)아인교육,T1_워라밸복지,0.366666667,0.0333333333,0.0666666667,0.366666667,0,0.133333333,0.133333333,0.0333333333,0.1,0.0666666667,0.0333333333,0.0333333333,아인교육,(주)아인교육,전문/기능학원,-,20명,2012.09.01,아인교육,2.133333333
